0.jpg,neck_backward,169.9668,52.24972,-311.38574,171.40128,45.50927,-293.62159,173.85526,45.6667,-293.66325,176.34436,45.79728,-293.7099,164.34591,46.57134,-297.92952,161.53882,47.35719,-298.08845,158.71395,48.2116,-298.39051,179.14905,56.78664,-218.60291,154.1596,60.10019,-234.86679,175.79146,66.62406,-286.96627,164.83845,67.72187,-291.08834,215.05562,124.5578,-203.07812,129.26961,138.40883,-221.02868,236.10495,197.41397,-215.21169,132.02179,223.12692,-242.34341,236.67767,256.01189,-274.20876,148.87959,284.63431,-292.15435,240.83686,274.92595,-292.75573,148.70139,306.22765,-311.8815,232.58869,276.12389,-315.34332,156.7205,303.25623,-326.24664,228.604,269.46459,-286.01015,159.96717,293.77698,-299.5719,206.38962,236.91082,2.30157,149.13919,239.18323,-1.94521,238.03007,280.44324,-168.12482,110.67235,278.16853,-158.89441,193.69887,353.8034,-8.42479,146.00506,357.99639,-13.21753,186.43242,364.414,7.22488,151.52846,369.48568,1.10498,180.47389,366.75416,-55.01148,157.09892,377.23048,-60.4112
1.jpg,neck_backward,169.4666,53.06653,-294.20353,170.93271,46.39642,-275.67333,173.44745,46.51706,-275.70241,175.99738,46.60996,-275.75459,163.53086,47.5249,-281.29755,160.62416,48.33741,-281.44708,157.69408,49.21268,-281.70239,178.84806,57.06131,-198.95218,152.85425,60.66085,-221.20401,175.39535,67.22243,-269.21917,164.2826,68.4685,-274.91185,214.97631,125.15405,-180.88373,127.86642,138.81674,-210.16569,238.34837,196.94628,-193.99799,128.98793,222.06966,-229.35209,240.49968,256.00161,-256.58934,147.26476,284.5051,-273.86189,244.58525,275.50553,-275.96915,147.75039,305.95395,-294.99754,236.43951,276.92281,-298.53631,156.37538,303.30676,-309.54799,232.31672,269.76348,-268.31137,159.00248,293.83636,-281.33557,206.4906,238.47427,6.83155,149.48986,242.03908,-6.49661,234.6451,290.81061,-136.58984,127.26804,295.80851,-150.30101,200.65509,368.49476,16.19647,148.45257,373.2342,10.7759,193.94021,381.78455,29.49383,151.1576,385.76074,25.87906,190.81614,382.42096,-39.73739,157.9264,393.26812,-38.56604
10.jpg,neck_backward,104.22658,49.22381,-215.54658,105.80278,43.33915,-205.37315,107.55641,43.45604,-205.36146,109.35428,43.55122,-205.38769,100.51364,43.31355,-210.59917,98.35077,43.33912,-210.58622,96.15593,43.3987,-210.55933,110.7742,48.41065,-154.71684,91.56587,48.36351,-174.97093,106.90954,58.3225,-196.99165,99.02307,58.11778,-202.89052,132.51561,100.81943,-125.02932,61.20612,98.32934,-175.86759,147.23591,162.02076,-113.43304,43.60346,165.46523,-189.5046,149.26754,218.75124,-155.38094,39.71408,229.99597,-192.06166,151.88725,234.79758,-170.19143,34.91136,248.02616,-205.76153,147.92361,236.76478,-186.22999,43.94343,251.29601,-221.34836,143.87544,230.4954,-163.87268,48.78727,243.53396,-199.11963,113.70913,206.2033,8.66734,69.42013,203.40146,-8.12481,115.01103,278.11205,-29.32074,63.64807,274.8453,-38.96906,113.2245,335.53366,118.92348,65.12343,330.93321,114.84204,112.64594,344.56078,130.52163,63.51816,339.22013,125.85534,110.85297,357.89383,76.50415,73.41567,355.06086,63.40703
100.jpg,neck_backward,44.11507,78.26641,-172.09599,48.22897,74.19879,-155.97469,50.88128,74.74391,-156.00107,53.58337,75.26186,-156.13496,40.55725,73.46344,-156.72152,37.82097,73.36869,-156.72405,35.05464,73.30735,-156.72148,56.29873,82.0193,-85.59092,31.36359,79.47462,-87.90264,48.73488,88.88669,-147.657,38.10843,87.79348,-148.2078,76.92087,135.0138,-60.6921,5.50289,133.30604,-71.61381,93.68903,192.53761,-46.24991,1.03551,192.07068,-72.65474,95.29172,240.76356,-114.90024,9.04973,233.54043,-144.35003,99.18353,257.97383,-135.33716,6.96654,249.82072,-170.72526,90.54042,259.2646,-150.88216,16.34154,249.15606,-184.98126,88.2092,251.90643,-123.12327,17.83529,241.58871,-151.28195,63.67429,238.32409,-0.98106,16.96158,238.35021,1.33412,67.6261,310.89601,-48.4729,20.25303,315.73003,-19.5022,68.54845,381.83894,42.30451,23.49842,383.56317,92.1569,70.05244,395.1036,47.37325,22.57956,395.99053,97.21034,60.88745,402.88447,-39.7466,32.29949,407.08099,15.60747
101.jpg,neck_backward,45.11257,75.53026,-162.79785,49.19517,71.60739,-144.40911,52.05312,72.22175,-144.43863,54.96705,72.81153,-144.59355,40.74333,70.75231,-145.60993,37.68005,70.64023,-145.57441,34.59625,70.56027,-145.51226,57.25549,79.80982,-70.66066,30.15065,76.91261,-75.65548,49.80776,86.66551,-138.06834,38.23936,85.37342,-139.36077,77.13839,133.96112,-52.54831,1.40817,131.16739,-61.31005,89.84512,189.65921,-44.24862,-7.86678,188.12254,-65.83235,94.14474,235.42213,-125.5372,-3.47123,227.80217,-142.43342,99.00376,252.36994,-145.81422,-6.65711,243.67279,-165.6483,90.99781,254.01025,-162.18501,2.9778,243.3166,-181.20405,88.36,246.56524,-133.80919,5.25425,235.61703,-149.19325,61.85692,234.59837,-1.02974,12.65342,234.63637,1.44866,65.49298,306.09873,-62.97391,15.0184,310.70644,-18.73652,67.03249,374.6753,16.19905,18.39066,375.88593,82.91562,68.44876,388.43223,20.10144,17.87419,388.5623,86.91496,60.02075,395.00509,-66.62481,26.76404,399.99134,8.68801
102.jpg,neck_backward,46.01752,73.97513,-168.53455,49.87909,70.56085,-150.04902,52.61343,71.22058,-150.08191,55.40102,71.85336,-150.24014,41.60881,69.62903,-151.30469,38.60358,69.50795,-151.26677,35.57236,69.41618,-151.18951,57.15433,78.81992,-76.63468,30.87427,75.71168,-82.1606,50.25775,85.22055,-143.99751,39.05344,83.81742,-145.49245,76.59043,134.45863,-60.12564,1.73339,130.85858,-67.29649,86.85669,192.11787,-46.1534,-7.34611,189.23587,-73.33968,90.7347,240.289,-114.34853,-3.98978,229.74601,-147.73251,95.70311,257.72315,-132.91694,-7.71118,245.69321,-171.05115,87.8178,260.50546,-149.24702,1.78008,246.17928,-187.01594,85.35634,252.47334,-122.20779,4.20944,238.20353,-154.90584,61.25875,235.72339,-1.46715,12.85119,235.25433,1.95092,64.31189,308.08609,-49.50818,14.8728,311.61253,-17.44621,65.6575,375.43212,44.79113,17.3512,377.16217,93.87135,67.20784,389.0688,50.28382,16.61281,389.85579,98.66518,57.73188,396.46288,-34.18896,25.61648,401.92624,18.97085
103.jpg,neck_backward,48.41395,72.65274,-166.91971,51.95576,69.48235,-148.24506,54.53547,70.09544,-148.27658,57.17079,70.68174,-148.41127,43.93514,68.67582,-149.84707,41.01191,68.61544,-149.82777,38.05655,68.58124,-149.75126,58.56876,77.73928,-74.56819,33.07627,75.01284,-81.24486,52.36264,83.79739,-142.20216,41.55299,82.55676,-144.06945,77.54491,133.53918,-55.5141,3.71342,129.27795,-67.94463,87.19047,191.18369,-43.26805,-6.33513,187.63615,-75.12185,90.32528,240.0581,-114.2132,-3.76737,230.03031,-146.89569,95.20681,257.58026,-133.19006,-7.97447,246.22056,-170.36992,87.30648,260.26152,-150.24304,1.92995,246.72033,-186.49162,85.01371,252.34991,-122.65562,4.27292,238.72357,-154.31772,61.43452,235.24699,-1.30904,12.93604,234.12661,1.74324,62.31248,308.01701,-47.843,14.31499,310.79307,-20.03094,63.8472,376.93546,45.70162,16.50546,377.76774,92.97675,65.57855,390.50143,50.77197,15.63265,390.09627,97.57177,54.88208,397.53868,-37.37671,23.84092,402.83654,15.13307
104.jpg,neck_backward,45.29788,69.04002,-63.04684,49.62883,65.07047,-44.9285,52.64687,65.75618,-44.99046,55.74049,66.40157,-45.10503,41.39951,64.31859,-44.02447,38.30286,64.25457,-44.04939,35.17298,64.25375,-44.06464,58.58918,76.15718,17.02552,30.55189,72.94563,25.82462,50.30769,81.23773,-43.01548,37.92496,79.7788,-40.5945,76.01994,130.29843,16.62846,1.11966,126.90025,29.09098,89.3854,187.78527,-2.04206,-14.36968,186.46415,12.85337,87.11191,233.01692,-66.04537,-19.29665,227.39631,-41.8583,89.52051,249.43257,-85.05032,-23.9745,241.27156,-56.83493,80.91113,246.62714,-95.63628,-17.34329,240.16168,-68.12446,78.03106,241.51957,-71.89233,-13.39336,235.81226,-47.22017,50.74472,232.36492,-3.15141,0.91984,229.73751,3.67315,65.34093,263.13208,-193.30201,-6.32579,266.03576,-161.43726,52.98641,352.23265,-180.98757,0.7434,350.18398,-143.0644,51.46918,366.19311,-181.47943,2.81242,362.9897,-143.49288,45.0556,377.55695,-262.08838,2.5653,376.04487,-215.7382
105.jpg,neck_backward,51.69986,159.36804,-125.04956,55.62238,154.19676,-111.96341,58.3238,154.44491,-111.96386,61.09251,154.68283,-112.09088,47.78436,154.02251,-111.52152,44.99207,154.11222,-111.58783,42.19253,154.22138,-111.61253,64.42559,160.42832,-57.67366,39.37196,159.74767,-55.22291,56.68988,169.29676,-106.5104,46.27719,168.89971,-105.45894,82.22351,212.76948,-38.16674,15.22666,205.01732,-36.33822,88.04805,260.86138,-20.26937,0.40784,248.84289,-14.54627,82.62833,293.11218,-81.83157,0.174,284.39292,-64.7361,83.93125,307.0689,-96.9796,-4.08998,298.98388,-76.82365,77.00203,306.01293,-111.36762,2.89361,299.13358,-93.72932,76.25367,300.14991,-88.61102,5.64274,292.72502,-70.78469,64.77335,295.87729,1.81409,20.97522,290.92038,-1.68594,59.94536,358.64089,-53.36307,17.93003,358.18497,-15.02482,51.75962,415.07764,25.47328,14.17328,414.55576,83.72473,50.32537,425.83461,30.06028,12.29326,424.71196,88.82592,44.90697,429.79689,-49.63303,19.76978,435.7524,21.50626
106.jpg,neck_backward,50.5276,167.79168,-108.99775,54.64316,163.02879,-95.33555,57.42888,163.1612,-95.33107,60.24986,163.30659,-95.37824,47.14531,163.5039,-93.60316,44.56444,163.86845,-93.71787,41.95898,164.31761,-93.94523,65.42531,170.15516,-41.52565,40.78722,171.23619,-33.96276,56.91327,177.17364,-91.58166,46.97773,177.62472,-88.96727,84.38641,213.64882,-40.14152,25.69394,210.57953,-28.65905,88.38817,227.09283,-106.78969,17.58606,224.25213,-82.80214,71.68661,190.56558,-154.73685,36.95862,192.1337,-126.98145,69.7768,179.5163,-171.30054,42.25848,183.04554,-140.00485,68.67347,178.07301,-157.89185,41.24868,179.60945,-131.82334,67.79872,182.35269,-152.53982,41.45449,183.4997,-125.8197,75.30905,289.27864,2.18762,32.57326,285.48648,-2.27465,78.58316,326.97408,-84.27668,28.25249,323.63649,-91.09977,65.37278,389.13176,-30.07922,30.73816,386.26521,-19.85692,64.06986,399.53713,-26.78489,30.78485,396.61396,-15.53343,56.47396,401.50583,-85.84364,32.79182,400.54209,-68.40633
